MAC,SLOC Name,Time received,Time recorded,Event,Value
04C3E680FACF,Stapler 349-1,20.04.2024 17:00:14,20.04.2024 17:00:04,Battery Level,  85.14  
04C3E680FACF,Stapler 349-1,20.04.2024 17:00:14,20.04.2024 17:00:04,Battery Used Charge,  1040.469    
04C3E680FACF,Stapler 349-1,20.04.2024 17:00:14,20.04.2024 17:00:04,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,20.04.2024 05:00:19,20.04.2024 05:00:09,Battery Level,  85.15  
04C3E680FACF,Stapler 349-1,20.04.2024 05:00:19,20.04.2024 05:00:09,Battery Used Charge,  1039.259    
04C3E680FACF,Stapler 349-1,20.04.2024 05:00:19,20.04.2024 05:00:09,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,19.04.2024 22:59:47,19.04.2024 22:59:37,Battery Level,  85.17  
04C3E680FACF,Stapler 349-1,19.04.2024 22:59:47,19.04.2024 22:59:37,Battery Used Charge,  1038.381    
04C3E680FACF,Stapler 349-1,19.04.2024 22:59:47,19.04.2024 22:59:37,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,19.04.2024 17:00:19,19.04.2024 17:00:04,Battery Level,  85.21  
04C3E680FACF,Stapler 349-1,19.04.2024 17:00:19,19.04.2024 17:00:04,Battery Used Charge,  1035.206    
04C3E680FACF,Stapler 349-1,19.04.2024 17:00:19,19.04.2024 17:00:04,Battery Voltage,  3.648  
04C3E680FACF,Stapler 349-1,19.04.2024 05:00:19,19.04.2024 05:00:09,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,19.04.2024 05:00:19,19.04.2024 05:00:09,Battery Level,  85.95  
04C3E680FACF,Stapler 349-1,19.04.2024 05:00:19,19.04.2024 05:00:09,Battery Used Charge,  983.787    
04C3E680FACF,Stapler 349-1,18.04.2024 22:59:46,18.04.2024 22:59:37,Battery Level,  85.96  
04C3E680FACF,Stapler 349-1,18.04.2024 22:59:46,18.04.2024 22:59:37,Battery Used Charge,  982.975    
04C3E680FACF,Stapler 349-1,18.04.2024 22:59:46,18.04.2024 22:59:37,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,18.04.2024 17:00:16,18.04.2024 17:00:04,Battery Level,  85.99  
04C3E680FACF,Stapler 349-1,18.04.2024 17:00:16,18.04.2024 17:00:04,Battery Used Charge,  980.775    
04C3E680FACF,Stapler 349-1,18.04.2024 17:00:16,18.04.2024 17:00:04,Battery Voltage,  3.650  
04C3E680FACF,Stapler 349-1,18.04.2024 05:00:19,18.04.2024 05:00:09,Battery Level,  86.65  
04C3E680FACF,Stapler 349-1,18.04.2024 05:00:19,18.04.2024 05:00:09,Battery Used Charge,  934.222    
04C3E680FACF,Stapler 349-1,18.04.2024 05:00:19,18.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,17.04.2024 22:59:48,17.04.2024 22:59:37,Battery Level,  86.67  
04C3E680FACF,Stapler 349-1,17.04.2024 22:59:48,17.04.2024 22:59:37,Battery Used Charge,  933.348    
04C3E680FACF,Stapler 349-1,17.04.2024 22:59:48,17.04.2024 22:59:37,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,17.04.2024 17:00:17,17.04.2024 17:00:04,Battery Level,  86.7  
04C3E680FACF,Stapler 349-1,17.04.2024 17:00:17,17.04.2024 17:00:04,Battery Used Charge,  930.863    
04C3E680FACF,Stapler 349-1,17.04.2024 17:00:17,17.04.2024 17:00:04,Battery Voltage,  3.650  
04C3E680FACF,Stapler 349-1,17.04.2024 05:00:19,17.04.2024 05:00:09,Battery Level,  87.34  
04C3E680FACF,Stapler 349-1,17.04.2024 05:00:19,17.04.2024 05:00:09,Battery Used Charge,  886.33    
04C3E680FACF,Stapler 349-1,17.04.2024 05:00:19,17.04.2024 05:00:09,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,16.04.2024 22:59:47,16.04.2024 22:59:37,Battery Level,  87.35  
04C3E680FACF,Stapler 349-1,16.04.2024 22:59:47,16.04.2024 22:59:37,Battery Used Charge,  885.493    
04C3E680FACF,Stapler 349-1,16.04.2024 22:59:47,16.04.2024 22:59:37,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,16.04.2024 17:00:25,16.04.2024 17:00:04,Battery Level,  87.41  
04C3E680FACF,Stapler 349-1,16.04.2024 17:00:25,16.04.2024 17:00:04,Battery Used Charge,  881.112    
04C3E680FACF,Stapler 349-1,16.04.2024 17:00:25,16.04.2024 17:00:04,Battery Voltage,  3.654  
04C3E680FACF,Stapler 349-1,16.04.2024 05:00:47,16.04.2024 05:00:09,Battery Level,  88.09  
04C3E680FACF,Stapler 349-1,16.04.2024 05:00:47,16.04.2024 05:00:09,Battery Used Charge,  833.634    
04C3E680FACF,Stapler 349-1,16.04.2024 05:00:47,16.04.2024 05:00:09,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,15.04.2024 22:59:49,15.04.2024 22:59:38,Battery Level,  88.11  
04C3E680FACF,Stapler 349-1,15.04.2024 22:59:49,15.04.2024 22:59:38,Battery Used Charge,  832.453    
04C3E680FACF,Stapler 349-1,15.04.2024 22:59:49,15.04.2024 22:59:38,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,15.04.2024 17:00:17,15.04.2024 17:00:04,Battery Level,  88.16  
04C3E680FACF,Stapler 349-1,15.04.2024 17:00:17,15.04.2024 17:00:04,Battery Used Charge,  829.076    
04C3E680FACF,Stapler 349-1,15.04.2024 17:00:17,15.04.2024 17:00:04,Battery Voltage,  3.656  
04C3E680FACF,Stapler 349-1,15.04.2024 05:00:19,15.04.2024 05:00:09,Battery Level,  88.86  
04C3E680FACF,Stapler 349-1,15.04.2024 05:00:19,15.04.2024 05:00:09,Battery Used Charge,  780.135    
04C3E680FACF,Stapler 349-1,15.04.2024 05:00:19,15.04.2024 05:00:09,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,14.04.2024 22:59:49,14.04.2024 22:59:37,Battery Level,  88.87  
04C3E680FACF,Stapler 349-1,14.04.2024 22:59:49,14.04.2024 22:59:37,Battery Used Charge,  778.993    
04C3E680FACF,Stapler 349-1,14.04.2024 22:59:49,14.04.2024 22:59:37,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,14.04.2024 17:00:13,14.04.2024 17:00:04,Battery Level,  88.88  
04C3E680FACF,Stapler 349-1,14.04.2024 17:00:13,14.04.2024 17:00:04,Battery Used Charge,  778.155    
04C3E680FACF,Stapler 349-1,14.04.2024 17:00:13,14.04.2024 17:00:04,Battery Voltage,  3.670  
04C3E680FACF,Stapler 349-1,14.04.2024 05:00:30,14.04.2024 05:00:09,Battery Level,  88.91  
04C3E680FACF,Stapler 349-1,14.04.2024 05:00:30,14.04.2024 05:00:09,Battery Used Charge,  776.247    
04C3E680FACF,Stapler 349-1,14.04.2024 05:00:30,14.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,13.04.2024 22:59:47,13.04.2024 22:59:37,Battery Level,  88.92  
04C3E680FACF,Stapler 349-1,13.04.2024 22:59:47,13.04.2024 22:59:37,Battery Used Charge,  775.386    
04C3E680FACF,Stapler 349-1,13.04.2024 22:59:47,13.04.2024 22:59:37,Battery Voltage,  3.668  
04C3E680FACF,Stapler 349-1,13.04.2024 17:00:15,13.04.2024 17:00:04,Battery Level,  88.94  
04C3E680FACF,Stapler 349-1,13.04.2024 17:00:15,13.04.2024 17:00:04,Battery Used Charge,  774.461    
04C3E680FACF,Stapler 349-1,13.04.2024 17:00:15,13.04.2024 17:00:04,Battery Voltage,  3.668  
04C3E680FACF,Stapler 349-1,13.04.2024 05:00:18,13.04.2024 05:00:09,Battery Level,  88.95  
04C3E680FACF,Stapler 349-1,13.04.2024 05:00:18,13.04.2024 05:00:09,Battery Used Charge,  773.197    
04C3E680FACF,Stapler 349-1,13.04.2024 05:00:18,13.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,12.04.2024 22:59:49,12.04.2024 22:59:37,Battery Level,  88.97  
04C3E680FACF,Stapler 349-1,12.04.2024 22:59:49,12.04.2024 22:59:37,Battery Used Charge,  771.932    
04C3E680FACF,Stapler 349-1,12.04.2024 22:59:49,12.04.2024 22:59:37,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,12.04.2024 17:00:20,12.04.2024 17:00:04,Battery Level,  89.04  
04C3E680FACF,Stapler 349-1,12.04.2024 17:00:20,12.04.2024 17:00:04,Battery Used Charge,  767.481    
04C3E680FACF,Stapler 349-1,12.04.2024 17:00:20,12.04.2024 17:00:04,Battery Voltage,  3.652  
04C3E680FACF,Stapler 349-1,12.04.2024 05:00:18,12.04.2024 05:00:09,Battery Level,  89.74  
04C3E680FACF,Stapler 349-1,12.04.2024 05:00:18,12.04.2024 05:00:09,Battery Used Charge,  718.3    
04C3E680FACF,Stapler 349-1,12.04.2024 05:00:18,12.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,11.04.2024 22:59:47,11.04.2024 22:59:37,Battery Level,  89.75  
04C3E680FACF,Stapler 349-1,11.04.2024 22:59:47,11.04.2024 22:59:37,Battery Used Charge,  717.443    
04C3E680FACF,Stapler 349-1,11.04.2024 22:59:47,11.04.2024 22:59:37,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,11.04.2024 17:00:18,11.04.2024 17:00:04,Battery Level,  89.78  
04C3E680FACF,Stapler 349-1,11.04.2024 17:00:18,11.04.2024 17:00:04,Battery Used Charge,  715.292    
04C3E680FACF,Stapler 349-1,11.04.2024 17:00:18,11.04.2024 17:00:04,Battery Voltage,  3.652  
04C3E680FACF,Stapler 349-1,11.04.2024 05:00:19,11.04.2024 05:00:09,Battery Level,  90.49  
04C3E680FACF,Stapler 349-1,11.04.2024 05:00:19,11.04.2024 05:00:09,Battery Used Charge,  665.984    
04C3E680FACF,Stapler 349-1,11.04.2024 05:00:19,11.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,10.04.2024 22:59:52,10.04.2024 22:59:37,Battery Level,  90.5  
04C3E680FACF,Stapler 349-1,10.04.2024 22:59:52,10.04.2024 22:59:37,Battery Used Charge,  664.681    
04C3E680FACF,Stapler 349-1,10.04.2024 22:59:52,10.04.2024 22:59:37,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,10.04.2024 17:00:17,10.04.2024 17:00:04,Battery Level,  90.55  
04C3E680FACF,Stapler 349-1,10.04.2024 17:00:17,10.04.2024 17:00:04,Battery Used Charge,  661.335    
04C3E680FACF,Stapler 349-1,10.04.2024 17:00:17,10.04.2024 17:00:04,Battery Voltage,  3.656  
04C3E680FACF,Stapler 349-1,10.04.2024 05:00:19,10.04.2024 05:00:10,Battery Level,  91.19  
04C3E680FACF,Stapler 349-1,10.04.2024 05:00:19,10.04.2024 05:00:10,Battery Used Charge,  616.952    
04C3E680FACF,Stapler 349-1,10.04.2024 05:00:19,10.04.2024 05:00:10,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,09.04.2024 22:59:46,09.04.2024 22:59:37,Battery Level,  91.2  
04C3E680FACF,Stapler 349-1,09.04.2024 22:59:46,09.04.2024 22:59:37,Battery Used Charge,  616.061    
04C3E680FACF,Stapler 349-1,09.04.2024 22:59:46,09.04.2024 22:59:37,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,09.04.2024 17:00:18,09.04.2024 17:00:04,Battery Level,  91.23  
04C3E680FACF,Stapler 349-1,09.04.2024 17:00:18,09.04.2024 17:00:04,Battery Used Charge,  613.9    
04C3E680FACF,Stapler 349-1,09.04.2024 17:00:18,09.04.2024 17:00:04,Battery Voltage,  3.654  
04C3E680FACF,Stapler 349-1,09.04.2024 05:00:19,09.04.2024 05:00:09,Battery Level,  91.8  
04C3E680FACF,Stapler 349-1,09.04.2024 05:00:19,09.04.2024 05:00:09,Battery Used Charge,  574.038    
04C3E680FACF,Stapler 349-1,09.04.2024 05:00:19,09.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,08.04.2024 22:59:48,08.04.2024 22:59:37,Battery Level,  91.81  
04C3E680FACF,Stapler 349-1,08.04.2024 22:59:48,08.04.2024 22:59:37,Battery Used Charge,  573.152    
04C3E680FACF,Stapler 349-1,08.04.2024 22:59:48,08.04.2024 22:59:37,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,08.04.2024 17:00:20,08.04.2024 17:00:04,Battery Level,  91.85  
04C3E680FACF,Stapler 349-1,08.04.2024 17:00:20,08.04.2024 17:00:04,Battery Used Charge,  570.594    
04C3E680FACF,Stapler 349-1,08.04.2024 17:00:20,08.04.2024 17:00:04,Battery Voltage,  3.656  
04C3E680FACF,Stapler 349-1,08.04.2024 05:00:20,08.04.2024 05:00:09,Battery Level,  92.46  
04C3E680FACF,Stapler 349-1,08.04.2024 05:00:20,08.04.2024 05:00:09,Battery Used Charge,  527.969    
04C3E680FACF,Stapler 349-1,08.04.2024 05:00:20,08.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,07.04.2024 22:59:49,07.04.2024 22:59:37,Battery Level,  92.47  
04C3E680FACF,Stapler 349-1,07.04.2024 22:59:49,07.04.2024 22:59:37,Battery Used Charge,  526.872    
04C3E680FACF,Stapler 349-1,07.04.2024 22:59:49,07.04.2024 22:59:37,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,07.04.2024 17:00:14,07.04.2024 17:00:04,Battery Level,  92.49  
04C3E680FACF,Stapler 349-1,07.04.2024 17:00:14,07.04.2024 17:00:04,Battery Used Charge,  525.943    
04C3E680FACF,Stapler 349-1,07.04.2024 17:00:14,07.04.2024 17:00:04,Battery Voltage,  3.668  
04C3E680FACF,Stapler 349-1,07.04.2024 05:00:20,07.04.2024 05:00:09,Battery Level,  92.51  
04C3E680FACF,Stapler 349-1,07.04.2024 05:00:20,07.04.2024 05:00:09,Battery Used Charge,  524.213    
04C3E680FACF,Stapler 349-1,07.04.2024 05:00:20,07.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,06.04.2024 22:59:46,06.04.2024 22:59:37,Battery Level,  92.52  
04C3E680FACF,Stapler 349-1,06.04.2024 22:59:46,06.04.2024 22:59:37,Battery Used Charge,  523.32    
04C3E680FACF,Stapler 349-1,06.04.2024 22:59:46,06.04.2024 22:59:37,Battery Voltage,  3.668  
04C3E680FACF,Stapler 349-1,06.04.2024 17:00:14,06.04.2024 17:00:04,Battery Level,  92.54  
04C3E680FACF,Stapler 349-1,06.04.2024 17:00:14,06.04.2024 17:00:04,Battery Used Charge,  522.272    
04C3E680FACF,Stapler 349-1,06.04.2024 17:00:14,06.04.2024 17:00:04,Battery Voltage,  3.668  
04C3E680FACF,Stapler 349-1,06.04.2024 05:00:20,06.04.2024 05:00:10,Battery Level,  92.56  
04C3E680FACF,Stapler 349-1,06.04.2024 05:00:20,06.04.2024 05:00:10,Battery Used Charge,  520.588    
04C3E680FACF,Stapler 349-1,06.04.2024 05:00:20,06.04.2024 05:00:10,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,05.04.2024 23:00:13,05.04.2024 22:59:37,Battery Level,  92.59  
04C3E680FACF,Stapler 349-1,05.04.2024 23:00:13,05.04.2024 22:59:37,Battery Used Charge,  518.585    
04C3E680FACF,Stapler 349-1,05.04.2024 23:00:13,05.04.2024 22:59:37,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,05.04.2024 22:59:52,05.04.2024 17:00:04,Battery Level,  92.61  
04C3E680FACF,Stapler 349-1,05.04.2024 22:59:52,05.04.2024 17:00:04,Battery Used Charge,  516.966    
04C3E680FACF,Stapler 349-1,05.04.2024 22:59:52,05.04.2024 17:00:04,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,05.04.2024 05:00:19,05.04.2024 05:00:09,Battery Level,  93.13  
04C3E680FACF,Stapler 349-1,05.04.2024 05:00:19,05.04.2024 05:00:09,Battery Used Charge,  480.798    
04C3E680FACF,Stapler 349-1,05.04.2024 05:00:19,05.04.2024 05:00:09,Battery Voltage,  3.666  
04C3E680FACF,Stapler 349-1,04.04.2024 22:59:46,04.04.2024 22:59:37,Battery Level,  93.14  
04C3E680FACF,Stapler 349-1,04.04.2024 22:59:46,04.04.2024 22:59:37,Battery Used Charge,  479.958    
04C3E680FACF,Stapler 349-1,04.04.2024 22:59:46,04.04.2024 22:59:37,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,04.04.2024 17:00:59,04.04.2024 17:00:21,Battery Level,  93.48  
04C3E680FACF,Stapler 349-1,04.04.2024 17:00:59,04.04.2024 17:00:21,Battery Used Charge,  456.65    
04C3E680FACF,Stapler 349-1,04.04.2024 17:00:59,04.04.2024 17:00:21,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,04.04.2024 05:00:33,04.04.2024 05:00:03,Battery Level,  93.5  
04C3E680FACF,Stapler 349-1,04.04.2024 05:00:33,04.04.2024 05:00:03,Battery Used Charge,  454.952    
04C3E680FACF,Stapler 349-1,04.04.2024 05:00:33,04.04.2024 05:00:03,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,03.04.2024 23:00:02,03.04.2024 22:59:32,Battery Level,  93.52  
04C3E680FACF,Stapler 349-1,03.04.2024 23:00:02,03.04.2024 22:59:32,Battery Used Charge,  453.54    
04C3E680FACF,Stapler 349-1,03.04.2024 23:00:02,03.04.2024 22:59:32,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,03.04.2024 17:00:26,03.04.2024 16:59:53,Battery Level,  93.58  
04C3E680FACF,Stapler 349-1,03.04.2024 17:00:26,03.04.2024 16:59:53,Battery Used Charge,  449.657    
04C3E680FACF,Stapler 349-1,03.04.2024 17:00:26,03.04.2024 16:59:53,Battery Voltage,  3.656  
04C3E680FACF,Stapler 349-1,03.04.2024 05:00:51,03.04.2024 05:00:21,Battery Level,  93.6  
04C3E680FACF,Stapler 349-1,03.04.2024 05:00:51,03.04.2024 05:00:21,Battery Used Charge,  447.993    
04C3E680FACF,Stapler 349-1,03.04.2024 05:00:51,03.04.2024 05:00:21,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,02.04.2024 23:00:34,02.04.2024 23:00:00,Battery Level,  93.62  
04C3E680FACF,Stapler 349-1,02.04.2024 23:00:34,02.04.2024 23:00:00,Battery Used Charge,  446.472    
04C3E680FACF,Stapler 349-1,02.04.2024 23:00:34,02.04.2024 23:00:00,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,02.04.2024 17:00:51,02.04.2024 17:00:15,Battery Level,  93.67  
04C3E680FACF,Stapler 349-1,02.04.2024 17:00:51,02.04.2024 17:00:15,Battery Used Charge,  442.852    
04C3E680FACF,Stapler 349-1,02.04.2024 17:00:51,02.04.2024 17:00:15,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,02.04.2024 05:00:13,02.04.2024 04:59:38,Battery Level,  93.7  
04C3E680FACF,Stapler 349-1,02.04.2024 05:00:13,02.04.2024 04:59:38,Battery Used Charge,  440.954    
04C3E680FACF,Stapler 349-1,02.04.2024 05:00:13,02.04.2024 04:59:38,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,01.04.2024 23:00:11,01.04.2024 22:59:36,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,01.04.2024 23:00:11,01.04.2024 22:59:36,Battery Level,  93.72  
04C3E680FACF,Stapler 349-1,01.04.2024 23:00:11,01.04.2024 22:59:36,Battery Used Charge,  439.358    
04C3E680FACF,Stapler 349-1,01.04.2024 17:00:28,01.04.2024 16:59:52,Battery Level,  93.75  
04C3E680FACF,Stapler 349-1,01.04.2024 17:00:28,01.04.2024 16:59:52,Battery Used Charge,  437.547    
04C3E680FACF,Stapler 349-1,01.04.2024 17:00:28,01.04.2024 16:59:52,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,01.04.2024 05:00:15,01.04.2024 04:59:38,Battery Level,  93.78  
04C3E680FACF,Stapler 349-1,01.04.2024 05:00:15,01.04.2024 04:59:38,Battery Used Charge,  435.443    
04C3E680FACF,Stapler 349-1,01.04.2024 05:00:15,01.04.2024 04:59:38,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,31.03.2024 23:00:13,31.03.2024 22:59:35,Battery Level,  93.81  
04C3E680FACF,Stapler 349-1,31.03.2024 23:00:13,31.03.2024 22:59:35,Battery Used Charge,  433.545    
04C3E680FACF,Stapler 349-1,31.03.2024 23:00:13,31.03.2024 22:59:35,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,31.03.2024 17:00:27,31.03.2024 16:59:52,Battery Level,  93.83  
04C3E680FACF,Stapler 349-1,31.03.2024 17:00:27,31.03.2024 16:59:52,Battery Used Charge,  431.99    
04C3E680FACF,Stapler 349-1,31.03.2024 17:00:27,31.03.2024 16:59:52,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,31.03.2024 05:00:39,31.03.2024 04:59:38,Battery Level,  93.89  
04C3E680FACF,Stapler 349-1,31.03.2024 05:00:39,31.03.2024 04:59:38,Battery Used Charge,  427.695    
04C3E680FACF,Stapler 349-1,31.03.2024 05:00:39,31.03.2024 04:59:38,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,30.03.2024 22:00:12,30.03.2024 21:59:35,Battery Level,  93.92  
04C3E680FACF,Stapler 349-1,30.03.2024 22:00:12,30.03.2024 21:59:35,Battery Used Charge,  425.596    
04C3E680FACF,Stapler 349-1,30.03.2024 22:00:12,30.03.2024 21:59:35,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,30.03.2024 16:00:26,30.03.2024 15:59:51,Battery Used Charge,  423.79    
04C3E680FACF,Stapler 349-1,30.03.2024 16:00:26,30.03.2024 15:59:51,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,30.03.2024 16:00:26,30.03.2024 15:59:51,Battery Level,  93.95  
04C3E680FACF,Stapler 349-1,30.03.2024 04:00:14,30.03.2024 03:59:38,Battery Level,  93.97  
04C3E680FACF,Stapler 349-1,30.03.2024 04:00:14,30.03.2024 03:59:38,Battery Used Charge,  421.786    
04C3E680FACF,Stapler 349-1,30.03.2024 04:00:14,30.03.2024 03:59:38,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,29.03.2024 22:00:10,29.03.2024 21:59:35,Battery Used Charge,  420.1    
04C3E680FACF,Stapler 349-1,29.03.2024 22:00:10,29.03.2024 21:59:35,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,29.03.2024 22:00:10,29.03.2024 21:59:35,Battery Level,  94  
04C3E680FACF,Stapler 349-1,29.03.2024 16:00:28,29.03.2024 15:59:52,Battery Level,  94.04  
04C3E680FACF,Stapler 349-1,29.03.2024 16:00:28,29.03.2024 15:59:52,Battery Used Charge,  417.016    
04C3E680FACF,Stapler 349-1,29.03.2024 16:00:28,29.03.2024 15:59:52,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,29.03.2024 04:00:41,29.03.2024 04:00:12,Battery Level,  94.07  
04C3E680FACF,Stapler 349-1,29.03.2024 04:00:41,29.03.2024 04:00:12,Battery Used Charge,  415.346    
04C3E680FACF,Stapler 349-1,29.03.2024 04:00:41,29.03.2024 04:00:12,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,28.03.2024 22:00:15,28.03.2024 21:59:40,Battery Level,  94.09  
04C3E680FACF,Stapler 349-1,28.03.2024 22:00:15,28.03.2024 21:59:40,Battery Used Charge,  413.784    
04C3E680FACF,Stapler 349-1,28.03.2024 22:00:15,28.03.2024 21:59:40,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,28.03.2024 16:00:38,28.03.2024 15:59:59,Battery Level,  94.16  
04C3E680FACF,Stapler 349-1,28.03.2024 16:00:38,28.03.2024 15:59:59,Battery Used Charge,  409.149    
04C3E680FACF,Stapler 349-1,28.03.2024 16:00:38,28.03.2024 15:59:59,Battery Voltage,  3.652  
04C3E680FACF,Stapler 349-1,28.03.2024 04:00:36,28.03.2024 04:00:06,Battery Level,  94.18  
04C3E680FACF,Stapler 349-1,28.03.2024 04:00:36,28.03.2024 04:00:06,Battery Used Charge,  407.435    
04C3E680FACF,Stapler 349-1,28.03.2024 04:00:36,28.03.2024 04:00:06,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,27.03.2024 22:00:48,27.03.2024 22:00:13,Battery Level,  94.2  
04C3E680FACF,Stapler 349-1,27.03.2024 22:00:48,27.03.2024 22:00:13,Battery Used Charge,  405.914    
04C3E680FACF,Stapler 349-1,27.03.2024 22:00:48,27.03.2024 22:00:13,Battery Voltage,  3.662  
04C3E680FACF,Stapler 349-1,27.03.2024 16:00:34,27.03.2024 15:59:56,Battery Level,  94.27  
04C3E680FACF,Stapler 349-1,27.03.2024 16:00:34,27.03.2024 15:59:56,Battery Used Charge,  400.858    
04C3E680FACF,Stapler 349-1,27.03.2024 16:00:34,27.03.2024 15:59:56,Battery Voltage,  3.646  
04C3E680FACF,Stapler 349-1,27.03.2024 04:00:43,27.03.2024 04:00:13,Battery Level,  94.3  
04C3E680FACF,Stapler 349-1,27.03.2024 04:00:43,27.03.2024 04:00:13,Battery Used Charge,  399.119    
04C3E680FACF,Stapler 349-1,27.03.2024 04:00:43,27.03.2024 04:00:13,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,26.03.2024 22:00:11,26.03.2024 21:59:36,Battery Level,  94.32  
04C3E680FACF,Stapler 349-1,26.03.2024 22:00:11,26.03.2024 21:59:36,Battery Used Charge,  397.479    
04C3E680FACF,Stapler 349-1,26.03.2024 22:00:11,26.03.2024 21:59:36,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,26.03.2024 16:00:42,26.03.2024 16:00:04,Battery Level,  94.41  
04C3E680FACF,Stapler 349-1,26.03.2024 16:00:42,26.03.2024 16:00:04,Battery Used Charge,  391.381    
04C3E680FACF,Stapler 349-1,26.03.2024 16:00:42,26.03.2024 16:00:04,Battery Voltage,  3.650  
04C3E680FACF,Stapler 349-1,26.03.2024 04:00:14,26.03.2024 03:59:44,Battery Level,  94.43  
04C3E680FACF,Stapler 349-1,26.03.2024 04:00:14,26.03.2024 03:59:44,Battery Used Charge,  389.705    
04C3E680FACF,Stapler 349-1,26.03.2024 04:00:14,26.03.2024 03:59:44,Battery Voltage,  3.660  
04C3E680FACF,Stapler 349-1,25.03.2024 22:00:49,25.03.2024 22:00:14,Battery Level,  94.45  
04C3E680FACF,Stapler 349-1,25.03.2024 22:00:49,25.03.2024 22:00:14,Battery Used Charge,  388.176    
04C3E680FACF,Stapler 349-1,25.03.2024 22:00:49,25.03.2024 22:00:14,Battery Voltage,  3.658  
04C3E680FACF,Stapler 349-1,25.03.2024 16:00:29,25.03.2024 15:59:54,Battery Level,  94.52  
04C3E680FACF,Stapler 349-1,25.03.2024 16:00:29,25.03.2024 15:59:54,Battery Used Charge,  383.327    
04C3E680FACF,Stapler 349-1,25.03.2024 16:00:29,25.03.2024 15:59:54,Battery Voltage,  3.654  
04C3E680FACF,Stapler 349-1,25.03.2024 04:00:13,25.03.2024 03:59:43,Battery Level,  94.54  
04C3E680FACF,Stapler 349-1,25.03.2024 04:00:13,25.03.2024 03:59:43,Battery Used Charge,  381.955    
04C3E680FACF,Stapler 349-1,25.03.2024 04:00:13,25.03.2024 03:59:43,Battery Voltage,  3.664  
04C3E680FACF,Stapler 349-1,24.03.2024 22:00:58,24.03.2024 22:00:22,Battery Level,  94.56  
04C3E680FACF,Stapler 349-1,24.03.2024 22:00:58,24.03.2024 22:00:22,Battery Used Charge,  380.835    
